"T","P",SMILES,co2,Cation,Anion
313.2,3190.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.522,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
283.15,200.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0729,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
322.15,7700.0,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,3.39,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
323.15,2880.0,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.17,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-]
348.3,1999.5,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.149,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
363.2,8080.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.346,Cn1cc[n+](Cc2ccccc2)c1,O=S(=O)([O-])C(F)(F)C(F)F
298.15,1000.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.2,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
283.61,1742.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.3035,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
313.15,2066.4,CC[N+](C)(C)CCOC(C)=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.328,CC[N+](C)(C)CCOC(C)=O,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.3,6300.0,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.641,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
322.32,3670.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.36,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
312.45,3870.0,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,2.24,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
303.15,6480.0,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.437,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
308.15,1593.0,CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.26,CCCCCCCCn1cc[n+](C)c1,N#C[C-](C#N)C#N
303.15,3470.0,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5907,CCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
413.2,2570.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.4762,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.28,1760.0,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.108,CCCC[N+]1(C)CCCC1,N#C[N-]C#N
323.11,20543.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.749,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
324.15,6120.0,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.621,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
312.45,2260.0,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1.22,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
371.34,11410.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.519,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,1899.9,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.346,CCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
318.13,677.0,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.1005,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
293.55,1533.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1.199,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
313.15,9.9,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0024,CCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
341.78,9180.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.57,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.15,2990.0,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.361,CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.3,7010.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,0.62,CC[n+]1ccn(C)c1,O=S(=O)([O-])O
313.15,2953.6,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.46,CC[N+](C)(C)CCOCCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.2,5190.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.223,Cn1cc[n+](Cc2ccccc2)c1,O=S(=O)([O-])C(F)(F)C(F)F
323.15,1102.0,COCCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.203,COCCOCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,532.0,CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.321,CCCC[n+]1ccn(C)c1,CC(=O)[O-]
347.76,1224.0,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.0611,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-]
313.15,350.0,C=C[n+]1ccn(CCCC)c1.N=C(N)NCCCC(N)C(=O)[O-],0.315,C=C[n+]1ccn(CCCC)c1,N=C(N)NCCCC(N)C(=O)[O-]
303.15,38.9,C=C[n+]1ccn(CCCC)c1.NCCCCC(N)C(=O)[O-],0.123,C=C[n+]1ccn(CCCC)c1,NCCCCC(N)C(=O)[O-]
313.15,25300.0,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,0.653,CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N
283.15,150.0,C=C[n+]1ccn(CCCC)c1.NC(Cc1c[nH]cn1)C(=O)[O-],0.432,C=C[n+]1ccn(CCCC)c1,NC(Cc1c[nH]cn1)C(=O)[O-]
353.25,1593.0,CCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.1432,CCCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
313.15,929.0,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.16,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
343.15,50.0,CCC[N+](C)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,0.005,CCC[N+](C)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F
313.15,7334.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.519,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
298.15,4.81,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.000689,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,1081.8,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.472,CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.2,7310.0,CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.681,CCCC[P+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.2,6030.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.15,8290.0,CC(=O)[O-].CC[n+]1ccn(C)c1,0.461,CC[n+]1ccn(C)c1,CC(=O)[O-]
313.2,4840.0,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.418,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
337.84,65700.0,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.702,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
363.15,10950.0,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6138,CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.2,23300.0,CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.751,CCCC[P+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.1,500.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.092,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,4830.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.55,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,40.0,C=C[n+]1ccn(CCCC)c1.O=C([O-])C1CCCN1,0.056,C=C[n+]1ccn(CCCC)c1,O=C([O-])C1CCCN1
313.15,4960.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.42,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
314.05,5550.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6681,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,36430.0,CC[n+]1ccn(C)c1.N#C[S-],0.435,CC[n+]1ccn(C)c1,N#C[S-]
288.15,150.0,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],6.977,CCCC[n+]1ccn(C)c1,NCC(=O)[O-]
323.15,4.82,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00056,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,250.0,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0785,CC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
344.55,9000.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6457,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.6,500.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.102,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.3,13019.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.719,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
273.15,530.0,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.1257,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
323.94,2630.0,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.3997,CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.15,7030.0,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.628,CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
323.23,1299.9,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.097,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
313.15,490.0,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.2,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
323.15,6060.0,CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.568,CCCCCCn1cc[n+](C)c1,N#C[C-](C#N)C#N
373.2,18230.0,CC[NH+]1C=CN(C)C1.O=S(=O)([O-])C(F)(F)C(F)F,0.463,CC[NH+]1C=CN(C)C1,O=S(=O)([O-])C(F)(F)C(F)F
303.85,3800.0,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.5508,CCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
323.15,699.5,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.13025,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,301.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0545,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
314.05,1800.0,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,0.2613,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
313.15,1899.5,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.274,CCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
368.21,1077.0,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],0.0382,CCCCn1cc[n+](C)c1,O=[N+]([O-])[O-]
333.15,10110.0,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,0.553,CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N
273.15,2283.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.489,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
313.15,5730.0,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,0.553,CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N
298.15,13525.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.822,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
318.15,150.0,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],3.949,CCCC[n+]1ccn(C)c1,NCC(=O)[O-]
333.58,11307.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],0.752,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-]
373.15,1690.0,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.323,CCCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,1693.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.1913,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
298.15,764.0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[n+]1ccccc1,0.16,OCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,350.7,CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.225,CC[n+]1ccn(C)c1,F[B-](F)(F)F
313.15,16000.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.77,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
313.15,1630.2,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.974,CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
323.1,100.0,CC(=O)[O-].CC[n+]1ccn(C)c1,0.23,CC[n+]1ccn(C)c1,CC(=O)[O-]
353.47,7960.0,CN(C)C1=C(N(C)C)C1N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.575,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,67000.0,CCCCCC[n+]1ccn(C)c1.N#C[S-],0.593,CCCCCC[n+]1ccn(C)c1,N#C[S-]
278.15,311.6,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.138,CC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
303.15,250.0,C=C[n+]1ccn(CCCC)c1.NCC(=O)[O-],0.25,C=C[n+]1ccn(CCCC)c1,NCC(=O)[O-]
303.15,78.1,C=C[n+]1ccn(CCCC)c1.O=C([O-])C1CCCN1,0.106,C=C[n+]1ccn(CCCC)c1,O=C([O-])C1CCCN1
298.2,2310.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.264,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
373.15,8190.0,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.427,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
313.15,49.9,CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.013,CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,17000.0,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],0.6556,CCCC[n+]1ccn(C)c1,COCCOCCOS(=O)(=O)[O-]
343.15,601.0,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.082,CC[N+](C)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.3,523.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],0.164,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-]
333.3,3967.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.422,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.6,6660.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.644,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
298.15,99.9,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0233,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.15,1000.0,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.243,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.2,1320.0,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.128,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
313.15,1920.0,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.246,CCCCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
357.27,5420.0,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.299,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
293.15,2000.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.455,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.15,6004.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.575,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,1675.0,CCCC[n+]1ccccc1.F[B-](F)(F)F,0.216,CCCC[n+]1ccccc1,F[B-](F)(F)F
373.15,37600.0,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.419,CC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
333.12,6.51,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0014,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
363.15,61000.0,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.701,CCCCCC[n+]1ccn(C)c1,N#C[N-]C#N
373.15,40000.0,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,0.617,CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N
298.15,393.0,CCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.0833,CCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
313.15,26000.0,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.8105,CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
342.0,28470.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.776,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
303.2,4600.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.432,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
430.71,2412.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.123,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
314.05,23300.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.7171,CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
298.15,699.6,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.123,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
324.15,18000.0,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.7162,CCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
343.15,7999.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.579,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.66,2160.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],0.305,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-]
353.2,1680.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.246,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
338.15,6000.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.526,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.14,1770.0,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,0.269,CCCC[n+]1ccc(C)cc1,N#C[C-](C#N)C#N
313.15,4070.0,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.609,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
333.14,750.0,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,0.144,CCCC[N+]1(C)CCCC1,N#C[C-](C#N)C#N
313.15,17000.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.75,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
323.25,1192.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2091,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,19.8,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0018,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.15,1600.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.202,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,1199.8,CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.227,CCCC[P+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
